Order_ID,Order_Date,Location,Customer_Type,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Net_Sales,Cost,Profit,Payment_Method
215,2025-03-15 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,4,825,0.05,165,3135,2399.64,735.36,Net Banking
216,2025-09-20 00:00:00,Bengaluru,Online,Stationery,File Folder,3,675,0.15,303.75,1721.25,1012.08,709.17,Net Banking
217,2025-06-25 00:00:00,Mysuru,Wholesale,Home,Bedsheet,3,409,0.1,122.7,1104.3,642.44,461.86,Card
218,2025-01-21 00:00:00,Mysuru,Retail,Fitness,Gym Gloves,6,1173,0.1,703.8,6334.2,4214.92,2119.28,UPI
219,2025-10-08 00:00:00,Hubballi,Wholesale,Electronics,USB Cable,4,1279,0,0,5116,3999.22,1116.78,Cash
220,2025-12-30 00:00:00,Mangaluru,Wholesale,Electronics,USB Cable,4,1599,0,0,6396,3817.87,2578.13,Cash
221,2025-06-29 00:00:00,Bengaluru,Retail,Stationery,Marker Set,2,387,0.05,38.7,735.3,490.88,244.42,Net Banking
222,2025-10-16 00:00:00,Bengaluru,Retail,Home,Water Bottle,4,1239,0,0,4956,3637.96,1318.04,Net Banking
223,2025-01-04 00:00:00,Hubballi,Wholesale,Electronics,Headphones,2,2294,0,0,4588,2899.92,1688.08,Net Banking
224,2025-12-21 00:00:00,Mysuru,Online,Fitness,Yoga Mat,4,1388,0.1,555.2,4996.8,3653.15,1343.65,Cash
225,2025-11-24 00:00:00,Davanagere,Wholesale,Home,Bedsheet,6,1715,0,0,10290,6830.4,3459.6,Card
226,2025-03-24 00:00:00,Bengaluru,Online,Electronics,Wireless Mouse,6,1799,0.15,1619.1,9174.9,6585.4,2589.5,Net Banking
227,2025-10-02 00:00:00,Bengaluru,Retail,Fitness,Resistance Band,7,2102,0,0,14714,9138.8,5575.2,Net Banking
228,2025-11-05 00:00:00,Mangaluru,Wholesale,Electronics,Headphones,3,390,0,0,1170,751.03,418.97,UPI
229,2025-02-04 00:00:00,Mangaluru,Online,Electronics,USB Cable,3,843,0.05,126.45,2402.55,1485.07,917.48,Net Banking
230,2025-07-20 00:00:00,Mangaluru,Online,Electronics,Power Bank,5,2278,0,0,11390,9203.95,2186.05,Card
231,2025-06-23 00:00:00,Mysuru,Wholesale,Electronics,USB Cable,7,876,0,0,6132,4377.72,1754.28,Net Banking
232,2025-05-12 00:00:00,Hubballi,Wholesale,Fitness,Dumbbells,7,1021,0,0,7147,4871.9,2275.1,Net Banking
233,2025-09-14 00:00:00,Davanagere,Retail,Stationery,Notebook,7,311,0.1,217.7,1959.3,1203.97,755.33,UPI
234,2025-12-21 00:00:00,Hubballi,Retail,Home,Table Lamp,6,1605,0,0,9630,7463.21,2166.79,Cash
235,2025-07-11 00:00:00,Bengaluru,Retail,Home,Wall Clock,6,531,0.1,318.6,2867.4,1797.38,1070.02,Card
236,2025-02-08 00:00:00,Mangaluru,Retail,Fitness,Yoga Mat,5,1932,0,0,9660,7737.13,1922.87,Net Banking
237,2025-03-13 00:00:00,Hubballi,Wholesale,Home,Bedsheet,5,1282,0,0,6410,4951.23,1458.77,UPI
238,2025-06-23 00:00:00,Mangaluru,Online,Electronics,Headphones,7,1076,0.1,753.2,6778.8,4941.2,1837.6,Card
239,2025-04-23 00:00:00,Davanagere,Online,Home,Bedsheet,1,1551,0.05,77.55,1473.45,1080.39,393.06,Card
240,2025-02-20 00:00:00,Mysuru,Wholesale,Stationery,Pen Set,6,133,0,0,798,633.34,164.66,Net Banking
241,2025-09-25 00:00:00,Bengaluru,Online,Fitness,Yoga Mat,3,1486,0.1,445.8,4012.2,2440.76,1571.44,Net Banking
242,2025-10-04 00:00:00,Davanagere,Wholesale,Stationery,File Folder,6,660,0,0,3960,2505.51,1454.49,Net Banking
243,2025-07-14 00:00:00,Mysuru,Retail,Electronics,Headphones,4,1414,0.1,565.6,5090.4,2816.64,2273.76,Cash
244,2025-06-16 00:00:00,Mysuru,Retail,Stationery,Notebook,2,470,0.05,47,893,719.4,173.6,Cash
245,2025-05-06 00:00:00,Hubballi,Wholesale,Stationery,File Folder,3,625,0,0,1875,1457.37,417.63,UPI
246,2025-12-31 00:00:00,Mysuru,Wholesale,Electronics,Wireless Mouse,2,1749,0.15,524.7,2973.3,1943.75,1029.55,Cash
247,2025-08-22 00:00:00,Davanagere,Retail,Fitness,Dumbbells,3,1160,0,0,3480,2036.19,1443.81,UPI
248,2025-02-04 00:00:00,Hubballi,Retail,Fitness,Gym Gloves,7,618,0,0,4326,3088.14,1237.86,UPI
249,2025-03-10 00:00:00,Mysuru,Wholesale,Fitness,Resistance Band,5,2127,0,0,10635,8257.1,2377.9,Cash
250,2025-09-07 00:00:00,Hubballi,Online,Electronics,Headphones,1,690,0,0,690,534.26,155.74,UPI
251,2025-04-21 00:00:00,Bengaluru,Wholesale,Stationery,Desk Organizer,2,558,0.05,55.8,1060.2,669.13,391.07,Card
252,2025-01-08 00:00:00,Mangaluru,Wholesale,Electronics,Power Bank,4,1006,0,0,4024,3260.6,763.4,Card
253,2025-09-03 00:00:00,Davanagere,Wholesale,Home,Bedsheet,5,625,0.05,156.25,2968.75,2006.97,961.78,UPI
254,2025-10-31 00:00:00,Mysuru,Retail,Fitness,Skipping Rope,4,1272,0,0,5088,3473.49,1614.51,Cash
255,2025-07-22 00:00:00,Hubballi,Online,Fitness,Dumbbells,1,853,0.1,85.3,767.7,580.71,186.99,UPI
256,2025-11-24 00:00:00,Mangaluru,Online,Home,Table Lamp,4,886,0.1,354.4,3189.6,2140.37,1049.23,Cash
257,2025-01-22 00:00:00,Hubballi,Wholesale,Electronics,Keyboard,5,2099,0,0,10495,6620.63,3874.37,UPI
258,2025-08-10 00:00:00,Mysuru,Retail,Electronics,Wireless Mouse,7,368,0.1,257.6,2318.4,1459.54,858.86,Net Banking
259,2025-02-06 00:00:00,Mysuru,Wholesale,Fitness,Yoga Mat,5,1401,0.1,700.5,6304.5,4972.96,1331.54,Card
260,2025-10-17 00:00:00,Mangaluru,Retail,Electronics,Wireless Mouse,6,763,0,0,4578,3299.2,1278.8,Net Banking
261,2025-03-24 00:00:00,Hubballi,Wholesale,Electronics,Power Bank,3,707,0,0,2121,1648.78,472.22,Net Banking
262,2025-01-13 00:00:00,Mysuru,Wholesale,Electronics,Keyboard,7,2300,0,0,16100,10126.56,5973.44,UPI
263,2025-08-21 00:00:00,Bengaluru,Online,Stationery,Notebook,6,582,0,0,3492,2531.39,960.61,Card
264,2025-01-10 00:00:00,Hubballi,Wholesale,Fitness,Skipping Rope,4,909,0.05,181.8,3454.2,2125.44,1328.76,Net Banking
265,2025-07-24 00:00:00,Davanagere,Wholesale,Home,Bedsheet,3,925,0,0,2775,1739.24,1035.76,Card
266,2025-02-18 00:00:00,Bengaluru,Online,Electronics,USB Cable,7,1814,0.05,634.9,12063.1,8963.61,3099.49,Net Banking
267,2025-11-21 00:00:00,Davanagere,Wholesale,Fitness,Yoga Mat,4,826,0,0,3304,2321.21,982.79,Card
268,2025-06-26 00:00:00,Bengaluru,Online,Fitness,Dumbbells,6,650,0.05,195,3705,2531.74,1173.26,UPI
269,2025-06-24 00:00:00,Hubballi,Online,Stationery,Pen Set,7,150,0,0,1050,614.24,435.76,UPI
270,2025-12-06 00:00:00,Bengaluru,Online,Electronics,Power Bank,3,2096,0.15,943.2,5344.8,3661.77,1683.03,Card
271,2025-08-24 00:00:00,Davanagere,Retail,Electronics,Headphones,1,1241,0.05,62.05,1178.95,780.78,398.17,UPI
272,2025-04-10 00:00:00,Davanagere,Online,Fitness,Yoga Mat,5,2178,0,0,10890,7905.52,2984.48,Net Banking
273,2025-05-29 00:00:00,Mangaluru,Retail,Fitness,Resistance Band,4,605,0,0,2420,1359.1,1060.9,UPI
274,2025-02-22 00:00:00,Bengaluru,Wholesale,Electronics,Keyboard,4,2450,0,0,9800,6282.62,3517.38,Cash
275,2025-04-21 00:00:00,Hubballi,Wholesale,Electronics,Headphones,6,2414,0,0,14484,11734.14,2749.86,Cash
276,2025-09-29 00:00:00,Mangaluru,Retail,Fitness,Resistance Band,7,2007,0,0,14049,8416.33,5632.67,UPI
277,2025-11-09 00:00:00,Mysuru,Retail,Stationery,File Folder,6,604,0.05,181.2,3442.8,2799.11,643.69,Net Banking
278,2025-08-05 00:00:00,Davanagere,Retail,Fitness,Yoga Mat,5,444,0.05,111,2109,1693.72,415.28,Card
279,2025-08-06 00:00:00,Davanagere,Online,Electronics,USB Cable,4,1975,0.05,395,7505,6136.53,1368.47,Card
280,2025-01-17 00:00:00,Mysuru,Retail,Stationery,Notebook,3,248,0.1,74.4,669.6,521.45,148.15,Card
281,2025-12-26 00:00:00,Hubballi,Retail,Electronics,Power Bank,4,1356,0.1,542.4,4881.6,3933.58,948.02,Card
282,2025-10-09 00:00:00,Mysuru,Wholesale,Electronics,Keyboard,1,2402,0,0,2402,1590.66,811.34,Card
283,2025-10-04 00:00:00,Mangaluru,Online,Home,Storage Box,6,1396,0.1,837.6,7538.4,5125.81,2412.59,Net Banking
284,2025-11-29 00:00:00,Hubballi,Online,Fitness,Dumbbells,2,1855,0,0,3710,2678.12,1031.88,Cash
285,2025-05-19 00:00:00,Hubballi,Online,Home,Bedsheet,5,423,0,0,2115,1170.69,944.31,UPI
286,2025-09-30 00:00:00,Hubballi,Online,Fitness,Skipping Rope,3,1179,0.05,176.85,3360.15,1994.76,1365.39,Cash
287,2025-07-06 00:00:00,Mangaluru,Wholesale,Stationery,Notebook,4,135,0,0,540,298.32,241.68,Card
288,2025-09-09 00:00:00,Mangaluru,Retail,Stationery,Pen Set,2,662,0,0,1324,900.11,423.89,Cash
289,2025-02-03 00:00:00,Mysuru,Online,Fitness,Dumbbells,3,2026,0.05,303.9,5774.1,3317.19,2456.91,UPI
290,2025-07-25 00:00:00,Hubballi,Retail,Home,Storage Box,1,834,0.05,41.7,792.3,512.47,279.83,Cash
291,2025-12-31 00:00:00,Davanagere,Retail,Fitness,Skipping Rope,4,354,0,0,1416,1144.42,271.58,UPI
292,2025-09-13 00:00:00,Hubballi,Online,Fitness,Gym Gloves,3,837,0.05,125.55,2385.45,1493.95,891.5,Card
293,2025-02-09 00:00:00,Hubballi,Retail,Fitness,Skipping Rope,5,1040,0,0,5200,3558.55,1641.45,UPI
294,2025-04-22 00:00:00,Mysuru,Retail,Electronics,Headphones,7,1931,0,0,13517,8511.86,5005.14,UPI
295,2025-02-09 00:00:00,Mangaluru,Online,Home,Water Bottle,7,1709,0,0,11963,9408.76,2554.24,UPI
296,2025-11-14 00:00:00,Mangaluru,Retail,Electronics,Power Bank,1,1174,0,0,1174,954.15,219.85,Net Banking
297,2025-12-08 00:00:00,Mangaluru,Online,Electronics,Headphones,7,2337,0.05,817.95,15541.05,10292.91,5248.14,Cash
298,2025-01-25 00:00:00,Mangaluru,Wholesale,Home,Wall Clock,3,1358,0.1,407.4,3666.6,2815.24,851.36,UPI
299,2025-10-14 00:00:00,Davanagere,Wholesale,Electronics,Headphones,2,2429,0,0,4858,3024.54,1833.46,UPI
300,2025-04-21 00:00:00,Hubballi,Retail,Home,Bedsheet,1,1066,0,0,1066,732.77,333.23,UPI
301,2025-04-14 00:00:00,Bengaluru,Retail,Home,Storage Box,7,1371,0.05,479.85,9117.15,6808.91,2308.24,Cash
302,2025-03-14 00:00:00,Bengaluru,Online,Fitness,Gym Gloves,5,1581,0,0,7905,4601.47,3303.53,UPI
303,2025-12-03 00:00:00,Mysuru,Online,Fitness,Yoga Mat,3,1113,0.05,166.95,3172.05,2073.81,1098.24,Net Banking
304,2025-10-16 00:00:00,Bengaluru,Online,Electronics,Keyboard,6,1023,0.1,613.8,5524.2,3853.33,1670.87,UPI
305,2025-12-02 00:00:00,Mysuru,Online,Home,Water Bottle,6,674,0.05,202.2,3841.8,3100.97,740.83,Cash
306,2025-05-31 00:00:00,Mysuru,Online,Fitness,Resistance Band,2,1479,0.05,147.9,2810.1,1979.35,830.75,Cash
307,2025-04-23 00:00:00,Hubballi,Wholesale,Electronics,USB Cable,4,2274,0.1,909.6,8186.4,5454.16,2732.24,UPI
308,2025-02-02 00:00:00,Hubballi,Retail,Electronics,Headphones,6,399,0,0,2394,1353.28,1040.72,UPI
309,2025-05-08 00:00:00,Bengaluru,Wholesale,Fitness,Dumbbells,6,2065,0,0,12390,8259.73,4130.27,Cash
310,2025-11-18 00:00:00,Bengaluru,Retail,Home,Table Lamp,6,1585,0.05,475.5,9034.5,6687.61,2346.89,Card
311,2025-09-23 00:00:00,Davanagere,Online,Home,Water Bottle,2,357,0,0,714,525.68,188.32,Card
312,2025-08-18 00:00:00,Mangaluru,Wholesale,Electronics,Power Bank,4,1299,0.05,259.8,4936.2,3579.22,1356.98,Cash
313,2025-09-23 00:00:00,Hubballi,Wholesale,Fitness,Dumbbells,1,1599,0,0,1599,996.49,602.51,UPI
314,2025-06-03 00:00:00,Hubballi,Wholesale,Electronics,Headphones,1,1170,0.1,117,1053,581.05,471.95,Cash
315,2025-10-28 00:00:00,Bengaluru,Retail,Stationery,File Folder,4,186,0.1,74.4,669.6,408.14,261.46,Cash
316,2025-11-26 00:00:00,Hubballi,Online,Electronics,Wireless Mouse,2,2168,0.05,216.8,4119.2,3282.71,836.49,Card
317,2025-03-14 00:00:00,Mangaluru,Online,Fitness,Dumbbells,3,626,0.05,93.9,1784.1,1318.87,465.23,UPI
318,2025-02-16 00:00:00,Mangaluru,Wholesale,Fitness,Resistance Band,7,548,0,0,3836,2174.56,1661.44,Card
319,2025-11-27 00:00:00,Hubballi,Online,Electronics,Wireless Mouse,2,1979,0.1,395.8,3562.2,2327.85,1234.35,Card
320,2025-12-24 00:00:00,Mysuru,Retail,Home,Water Bottle,1,752,0,0,752,455.47,296.53,Card
321,2025-12-19 00:00:00,Mysuru,Wholesale,Electronics,USB Cable,6,998,0,0,5988,4706,1282,Cash
322,2025-09-09 00:00:00,Mysuru,Wholesale,Home,Storage Box,3,1508,0.1,452.4,4071.6,2560.81,1510.79,UPI
323,2025-12-29 00:00:00,Davanagere,Retail,Electronics,Power Bank,6,2485,0.05,745.5,14164.5,9357.23,4807.27,UPI
324,2025-05-13 00:00:00,Mysuru,Retail,Fitness,Gym Gloves,1,1212,0.1,121.2,1090.8,801.72,289.08,UPI
325,2025-10-10 00:00:00,Mangaluru,Online,Home,Bedsheet,2,426,0,0,852,669.34,182.66,Cash
326,2025-02-05 00:00:00,Mangaluru,Retail,Fitness,Gym Gloves,6,563,0.1,337.8,3040.2,2391.44,648.76,UPI
327,2025-02-04 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,7,1011,0.05,353.85,6723.15,5218.75,1504.4,UPI
328,2025-10-12 00:00:00,Bengaluru,Online,Electronics,Wireless Mouse,7,2050,0,0,14350,8347.95,6002.05,Net Banking
329,2025-05-14 00:00:00,Davanagere,Online,Fitness,Gym Gloves,4,1687,0,0,6748,4013.39,2734.61,Cash
330,2025-04-25 00:00:00,Mysuru,Wholesale,Electronics,USB Cable,4,1023,0,0,4092,2314.38,1777.62,Card
331,2025-05-17 00:00:00,Davanagere,Online,Stationery,Marker Set,7,379,0.05,132.65,2520.35,1524.79,995.56,UPI
332,2025-04-03 00:00:00,Davanagere,Retail,Fitness,Skipping Rope,7,494,0,0,3458,2216.74,1241.26,Card
333,2025-11-01 00:00:00,Mysuru,Retail,Electronics,Keyboard,3,1380,0.05,207,3933,2812.33,1120.67,Card
334,2025-04-27 00:00:00,Bengaluru,Retail,Home,Wall Clock,3,1317,0.05,197.55,3753.45,2607.25,1146.2,UPI
335,2025-12-30 00:00:00,Mysuru,Online,Fitness,Yoga Mat,3,588,0.1,176.4,1587.6,1046.6,541,UPI
336,2025-08-20 00:00:00,Bengaluru,Online,Home,Table Lamp,2,709,0,0,1418,963.39,454.61,Net Banking
337,2025-06-22 00:00:00,Mysuru,Online,Home,Table Lamp,2,370,0,0,740,450.98,289.02,Cash
338,2025-11-27 00:00:00,Hubballi,Online,Home,Bedsheet,2,1587,0.05,158.7,3015.3,2052.45,962.85,Net Banking
339,2025-05-16 00:00:00,Hubballi,Retail,Electronics,Wireless Mouse,1,599,0,0,599,439.02,159.98,Card
340,2025-01-29 00:00:00,Bengaluru,Online,Stationery,File Folder,3,314,0.1,94.2,847.8,637.96,209.84,Card
341,2025-10-19 00:00:00,Mysuru,Wholesale,Stationery,Pen Set,2,623,0,0,1246,824.9,421.1,Net Banking
342,2025-11-09 00:00:00,Bengaluru,Wholesale,Electronics,Headphones,5,1304,0.1,652,5868,4030.77,1837.23,Cash
343,2025-12-12 00:00:00,Mysuru,Wholesale,Electronics,Headphones,7,1007,0,0,7049,4891.85,2157.15,Card
344,2025-06-22 00:00:00,Hubballi,Wholesale,Stationery,Notebook,4,635,0.05,127,2413,1862.46,550.54,UPI
345,2025-01-28 00:00:00,Davanagere,Wholesale,Stationery,Notebook,1,454,0,0,454,318.02,135.98,UPI
346,2025-08-20 00:00:00,Bengaluru,Wholesale,Fitness,Dumbbells,7,479,0,0,3353,2521.33,831.67,UPI
347,2025-10-03 00:00:00,Mysuru,Online,Electronics,Headphones,4,648,0.05,129.6,2462.4,1358.12,1104.28,Card
348,2025-09-26 00:00:00,Mangaluru,Online,Electronics,Power Bank,1,1361,0.05,68.05,1292.95,820.31,472.64,Cash
349,2025-12-22 00:00:00,Davanagere,Online,Electronics,Keyboard,7,1608,0.05,562.8,10693.2,8377.02,2316.18,UPI
350,2025-01-19 00:00:00,Davanagere,Online,Electronics,Power Bank,3,2471,0.05,370.65,7042.35,5638.17,1404.18,Net Banking
351,2025-02-20 00:00:00,Mysuru,Retail,Home,Water Bottle,5,1286,0.1,643,5787,3970.35,1816.65,Cash
352,2025-03-16 00:00:00,Davanagere,Wholesale,Home,Storage Box,5,1516,0.05,379,7201,5221.68,1979.32,Card
353,2025-07-12 00:00:00,Bengaluru,Online,Stationery,File Folder,7,142,0,0,994,551.84,442.16,Card
354,2025-10-23 00:00:00,Mangaluru,Retail,Stationery,File Folder,6,215,0.05,64.5,1225.5,989.54,235.96,Cash
355,2025-10-19 00:00:00,Bengaluru,Online,Stationery,Pen Set,6,199,0,0,1194,793.17,400.83,Net Banking
356,2025-01-07 00:00:00,Bengaluru,Online,Stationery,Marker Set,5,204,0.1,102,918,724.15,193.85,Card
357,2025-08-27 00:00:00,Hubballi,Retail,Electronics,Keyboard,7,1580,0,0,11060,7383.17,3676.83,UPI
358,2025-01-11 00:00:00,Davanagere,Online,Fitness,Gym Gloves,2,819,0,0,1638,1108.37,529.63,UPI
359,2025-05-06 00:00:00,Mangaluru,Wholesale,Home,Wall Clock,1,733,0,0,733,561.14,171.86,Net Banking
360,2025-02-18 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,4,986,0,0,3944,3125.72,818.28,Card
361,2025-01-31 00:00:00,Mysuru,Wholesale,Fitness,Skipping Rope,7,1463,0,0,10241,7238.22,3002.78,Card
362,2025-11-09 00:00:00,Bengaluru,Online,Electronics,Keyboard,7,575,0,0,4025,3291.56,733.44,Cash
363,2025-12-03 00:00:00,Bengaluru,Online,Home,Wall Clock,1,809,0,0,809,547.8,261.2,Net Banking
364,2025-11-23 00:00:00,Bengaluru,Wholesale,Home,Water Bottle,1,197,0,0,197,132.5,64.5,Net Banking
365,2025-08-17 00:00:00,Hubballi,Online,Electronics,Wireless Mouse,6,1328,0.1,796.8,7171.2,4724.02,2447.18,Net Banking
366,2025-07-10 00:00:00,Mangaluru,Wholesale,Home,Water Bottle,6,202,0,0,1212,799.64,412.36,Net Banking
367,2025-01-06 00:00:00,Mangaluru,Online,Stationery,Notebook,6,436,0,0,2616,1832.07,783.93,UPI
368,2025-05-07 00:00:00,Mangaluru,Online,Electronics,Wireless Mouse,1,1115,0.05,55.75,1059.25,797.57,261.68,Cash
369,2025-07-24 00:00:00,Davanagere,Wholesale,Fitness,Resistance Band,1,2170,0,0,2170,1248.44,921.56,Card
370,2025-04-21 00:00:00,Davanagere,Wholesale,Electronics,Headphones,3,1130,0.05,169.5,3220.5,1905.61,1314.89,Cash
371,2025-04-06 00:00:00,Mangaluru,Online,Home,Wall Clock,2,387,0,0,774,432.07,341.93,UPI
372,2025-05-23 00:00:00,Bengaluru,Wholesale,Home,Bedsheet,1,620,0,0,620,483.79,136.21,Card
373,2025-11-27 00:00:00,Mysuru,Wholesale,Electronics,Headphones,2,1638,0,0,3276,2339.87,936.13,Net Banking
374,2025-07-09 00:00:00,Mangaluru,Online,Home,Storage Box,3,764,0,0,2292,1679.8,612.2,Net Banking
375,2025-04-12 00:00:00,Mysuru,Online,Home,Storage Box,5,341,0,0,1705,1067.94,637.06,Net Banking
376,2025-03-04 00:00:00,Davanagere,Wholesale,Electronics,Headphones,3,1220,0.05,183,3477,2210.46,1266.54,Card
377,2025-03-09 00:00:00,Hubballi,Wholesale,Stationery,File Folder,6,357,0.05,107.1,2034.9,1507.22,527.68,Card
378,2025-08-26 00:00:00,Davanagere,Wholesale,Home,Water Bottle,3,1046,0.1,313.8,2824.2,2266.65,557.55,Net Banking
379,2025-10-14 00:00:00,Bengaluru,Wholesale,Electronics,USB Cable,7,886,0,0,6202,3511.73,2690.27,Net Banking
380,2025-07-30 00:00:00,Hubballi,Retail,Fitness,Skipping Rope,3,1556,0,0,4668,2576.07,2091.93,UPI
381,2025-12-17 00:00:00,Bengaluru,Wholesale,Electronics,Keyboard,2,489,0,0,978,566.17,411.83,Cash
382,2025-12-06 00:00:00,Davanagere,Wholesale,Fitness,Gym Gloves,1,1754,0,0,1754,1287.75,466.25,Cash
383,2025-10-04 00:00:00,Davanagere,Retail,Stationery,Notebook,1,161,0.05,8.05,152.95,111.32,41.63,Net Banking
384,2025-02-09 00:00:00,Mangaluru,Retail,Fitness,Dumbbells,2,452,0.1,90.4,813.6,470.43,343.17,Card
385,2025-08-25 00:00:00,Mysuru,Online,Home,Water Bottle,6,1744,0.05,523.2,9940.8,7123.33,2817.47,Cash
386,2025-08-08 00:00:00,Davanagere,Online,Fitness,Gym Gloves,2,2008,0.05,200.8,3815.2,2345.66,1469.54,Card
387,2025-10-05 00:00:00,Mysuru,Retail,Electronics,USB Cable,5,1110,0.1,555,4995,3752.24,1242.76,Net Banking
388,2025-01-17 00:00:00,Mysuru,Wholesale,Home,Table Lamp,6,806,0,0,4836,3851.78,984.22,Cash
389,2025-05-23 00:00:00,Davanagere,Retail,Home,Wall Clock,6,564,0.1,338.4,3045.6,1772.64,1272.96,Card
390,2025-10-30 00:00:00,Hubballi,Retail,Home,Storage Box,5,1705,0.05,426.25,8098.75,5808.38,2290.37,UPI
391,2025-02-13 00:00:00,Mysuru,Online,Stationery,Desk Organizer,7,540,0.05,189,3591,2049.52,1541.48,Net Banking
392,2025-12-26 00:00:00,Mangaluru,Wholesale,Fitness,Resistance Band,5,1323,0,0,6615,4272.12,2342.88,Cash
393,2025-08-27 00:00:00,Mangaluru,Wholesale,Home,Wall Clock,6,336,0,0,2016,1200.36,815.64,Card
394,2025-06-08 00:00:00,Mangaluru,Retail,Electronics,Headphones,1,1930,0,0,1930,1259.32,670.68,Net Banking
395,2025-08-18 00:00:00,Mangaluru,Wholesale,Home,Storage Box,2,882,0,0,1764,1395.8,368.2,Cash
396,2025-04-18 00:00:00,Bengaluru,Retail,Fitness,Gym Gloves,4,1419,0,0,5676,3960.81,1715.19,Cash
397,2025-11-19 00:00:00,Mysuru,Retail,Stationery,Marker Set,2,145,0,0,290,177.81,112.19,Net Banking
398,2025-01-22 00:00:00,Bengaluru,Wholesale,Stationery,Marker Set,1,564,0.05,28.2,535.8,390.1,145.7,UPI
399,2025-10-06 00:00:00,Bengaluru,Wholesale,Home,Table Lamp,2,274,0,0,548,382.25,165.75,UPI
400,2025-03-15 00:00:00,Mysuru,Wholesale,Stationery,Notebook,6,363,0,0,2178,1207.66,970.34,Cash
401,2025-03-26 00:00:00,Hubballi,Retail,Electronics,Headphones,5,1034,0,0,5170,4055.71,1114.29,Cash
402,2025-11-27 00:00:00,Bengaluru,Online,Fitness,Dumbbells,1,1262,0.05,63.1,1198.9,965.86,233.04,Card
403,2025-03-17 00:00:00,Hubballi,Retail,Electronics,Keyboard,4,1706,0,0,6824,5060.33,1763.67,Cash
404,2025-10-19 00:00:00,Davanagere,Online,Electronics,Power Bank,5,869,0.05,217.25,4127.75,2590.49,1537.26,UPI
405,2025-10-20 00:00:00,Mangaluru,Online,Fitness,Gym Gloves,5,1709,0,0,8545,6019.43,2525.57,Card
406,2025-10-08 00:00:00,Mangaluru,Online,Electronics,USB Cable,6,1180,0,0,7080,5475.57,1604.43,Card
407,2025-11-14 00:00:00,Hubballi,Online,Fitness,Dumbbells,6,1181,0,0,7086,4109.93,2976.07,Card
408,2025-10-15 00:00:00,Mangaluru,Wholesale,Fitness,Yoga Mat,4,1860,0,0,7440,5440.45,1999.55,UPI
409,2025-04-05 00:00:00,Mangaluru,Retail,Fitness,Skipping Rope,7,727,0,0,5089,3845.52,1243.48,Card
410,2025-10-15 00:00:00,Mangaluru,Online,Electronics,Power Bank,2,536,0,0,1072,752.91,319.09,Card
411,2025-12-07 00:00:00,Bengaluru,Online,Electronics,Headphones,4,1783,0.1,713.2,6418.8,5249.49,1169.31,Net Banking
412,2025-04-16 00:00:00,Mysuru,Online,Fitness,Skipping Rope,4,1569,0,0,6276,5085.02,1190.98,Cash
413,2025-11-01 00:00:00,Bengaluru,Retail,Fitness,Skipping Rope,2,1654,0,0,3308,2661.71,646.29,Net Banking
414,2025-10-30 00:00:00,Bengaluru,Wholesale,Stationery,Pen Set,5,583,0.1,291.5,2623.5,1474.8,1148.7,Net Banking
415,2025-01-12 00:00:00,Hubballi,Wholesale,Home,Storage Box,1,350,0.1,35,315,244.86,70.14,UPI
416,2025-06-08 00:00:00,Mangaluru,Online,Stationery,File Folder,1,334,0.1,33.4,300.6,212.15,88.45,Net Banking
417,2025-05-26 00:00:00,Mangaluru,Wholesale,Home,Wall Clock,6,1301,0,0,7806,6088.14,1717.86,Cash
418,2025-12-22 00:00:00,Mangaluru,Online,Fitness,Gym Gloves,1,397,0.1,39.7,357.3,225.05,132.25,Net Banking
419,2025-05-29 00:00:00,Mangaluru,Online,Electronics,USB Cable,3,1835,0.1,550.5,4954.5,3844.99,1109.51,Cash
420,2025-06-18 00:00:00,Mysuru,Wholesale,Electronics,USB Cable,6,905,0,0,5430,4055.2,1374.8,Card
421,2025-10-14 00:00:00,Mangaluru,Online,Fitness,Gym Gloves,3,1383,0,0,4149,2887.21,1261.79,Net Banking
422,2025-10-12 00:00:00,Mysuru,Retail,Stationery,Notebook,6,656,0.05,196.8,3739.2,3054.87,684.33,Net Banking
423,2025-12-09 00:00:00,Hubballi,Wholesale,Electronics,USB Cable,3,2308,0,0,6924,3931.23,2992.77,Card
424,2025-04-21 00:00:00,Mysuru,Online,Fitness,Skipping Rope,1,257,0,0,257,150.59,106.41,UPI
425,2025-07-31 00:00:00,Mangaluru,Retail,Stationery,File Folder,5,292,0.05,73,1387,994.72,392.28,Net Banking
426,2025-02-21 00:00:00,Davanagere,Online,Fitness,Resistance Band,7,460,0,0,3220,2250.08,969.92,Cash
427,2025-05-17 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,4,560,0.05,112,2128,1483.16,644.84,Cash
428,2025-10-02 00:00:00,Mysuru,Wholesale,Fitness,Skipping Rope,6,1493,0.1,895.8,8062.2,6197.25,1864.95,Card
429,2025-12-25 00:00:00,Bengaluru,Retail,Home,Water Bottle,5,801,0,0,4005,2994.72,1010.28,UPI
430,2025-04-26 00:00:00,Hubballi,Wholesale,Fitness,Yoga Mat,6,554,0.05,166.2,3157.8,1998.74,1159.06,UPI
